ipcc,method,psnr,sam_deg,ssim,d_ndvi_ref
Agriculture,bicubic,33.24952922047478,1.5183766157814476,0.9130072891712189,0.01844858843833208
Agriculture,hat,35.67747652637609,1.1162489216485512,0.921310767531395,0.015160190872848034
Agriculture,hat_bp,33.15583375705421,1.625426437339436,0.9109233617782593,0.01951055647805333
Agriculture,hat_tta,35.69798782949569,1.0977089030782186,0.921652302145958,0.014951674733310938
